 
 $$$$$$\                                           $$$$$$\  $$\   $$\ 
$$  __$$\                                         $$ ___$$\ $$ |  $$ |
$$ //  \__| $$$$$$\  $$\   $$\  $$$$$$\   $$$$$$\  \_/   $$ |$$ |  $$ |
$$ |$$$$\ $$  __$$\ $$ |  $$ |$$  __$$\ $$  __$$\   $$$$$ / $$$$$$$$ |
$$ |\_$$ |$$ |  \__|$$ |  $$ |$$ /  $$ |$$ /  $$ |  \___$$\ \_____$$ |
$$ |  $$ |$$ |      $$ |  $$ |$$ |  $$ |$$ |  $$ |$$\   $$ |      $$ |
\$$$$$$  |$$ |      \$$$$$$  |$$$$$$$  |\$$$$$$  |\$$$$$$  |      $$ |
 \______/ \__|       \______/ $$  ____/  \______/  \______/       \__|
                              $$ |                                    
                              $$ |                                    
                              $$ |                                    
                              $$ |                                    
                              \__|                                    
##########Major Tweets########## 
 
 
2017-09-19 23:07:57	2017-09-19 22:33:22	910270621635969024	713030814213144576	rt_root	es	si eres mexicano(a) porfavor da rt para difundir y ayudemos todos ?? #sismo https://t.co/yw7gcofvni	35
 
2017-09-19 23:09:07	2017-09-19 19:17:39	910221364753260549	2871364516	rt_root	en	#mexico: the water is shaking during the #earthquake. https://t.co/bp7mljiakp	183
 
2017-09-19 23:10:20	2017-09-19 21:55:08	910260997012774912	3225499315	rt_root	es	ayuda para localizar a dania licona facultad administración en buap puebla, puebla rt! #sismo	20
 
2017-09-19 23:10:50	2017-09-19 23:10:49	910280045385707521	3293780429	tweet	en	rt @ap: breaking: death toll from mexico earthquake rises to 104.	0
 
2017-09-19 23:11:48	2017-09-19 19:14:18	910220524378353665	25401359	rt_root	es	se derrumban inmuebles en la colonia del valle en #cdmx tras sismo https://t.co/rzgfqp9vnl	1963
 
2017-09-19 23:12:14	2017-09-19 23:12:13	910280397690417152	471342135	tweet	en	7.1 magnitude quake kills 104 as buildings collapse in mexico https://t.co/7zpwjlr26v	0
 
2017-09-19 23:13:11	2017-09-19 23:13:09	910280632588279808	2535963649	tweet	und	#sismo https://t.co/deoxcw8xcl #sismodetector https://t.co/x9nkr5s4n6	0
 
2017-09-19 23:13:53	2017-09-19 22:27:58	910269262853414913	902993750246518784	rt_root	es	tecel,at&at,movistar,unefon,#liberenlaseñal en los lugares del temblor ? por favor,para que tengan internet y pueda ser más ágil ,por favor!	1
 
2017-09-19 23:14:19	2017-09-19 21:30:43	910254852198010880	447226821	rt_root	en	#news by #almalki: major earthquake hits near mexico city, dozens dead https://t.co/qtoibhnhnm	595
 
2017-09-19 23:15:25	2017-09-19 20:07:17	910233856963485696	194298608	rt_root	und	@juanamartinezh @lasrtajaramillo @eljuanpazurita @rix @jucaviapri @epn @mariobautista_ @juanjaramilloe #sismo… https://t.co/oikvmfnnh4	784
 
2017-09-19 23:16:07	2017-09-19 22:36:42	910271457456017408	34666670	rt_root	es	el presidente @epn informó que se ha activado el plan mx, ante el #sismo ocurrido en la tarde de este martes 19 de… https://t.co/aowkscye9e	511
 
2017-09-19 23:16:33	2017-09-19 18:43:31	910212777863782400	133945128	rt_root	es	sismo en méxico de 7.1 ocurrió justo a 32 años del terremoto que destruyó la capital en 1985 https://t.co/1ib8ng45k0 https://t.co/zmfhpq0y7o	97
 
2017-09-19 23:17:34	2017-09-19 23:17:33	910281739867582464	100279749	tweet	es	suspenden clases en #oaxaca por sismo en escuelas de educación básica; hay daños en edificios https://t.co/7v4dam5yo3	0
 
2017-09-19 23:18:02	2017-09-19 23:18:01	910281857303969793	4679302898	tweet	es	he añadido un vídeo a una lista de reproducción de @youtube (https://t.co/jgzwhtbjtk - sismo de 7.1° | hoy en méxico esto son los	0
 
2017-09-19 23:18:59	2017-09-19 23:15:01	910281099615592448	2187272654	rt_root	es	una por cada adulto #sismo #fuerzamexico https://t.co/wnjmh4w4ky	3
 
2017-09-19 23:19:25	2017-09-19 21:53:45	910260648969478144	184863192	quote	es	después de un #sismo sigue las siguientes recomendaciones. no propagues rumores y mantente informado a través de la… https://t.co/2kj6s1yvhn	35
 
2017-09-19 23:19:51	2017-09-19 23:19:50	910282314520961025	257127560	tweet	es	rt @el_universal_mx: el epicentro del #sismo registrado esta tarde de 7.1 grados se ubicó a 120 kilómetros de la #cdmx…	0
 
2017-09-19 23:20:33	2017-09-19 23:19:36	910282253552488449	250929111	rt_root	es	! no propagues rumores ! los sismos no se pueden predecir. esta información es falsa @luis_manuel_gm @velascom_ https://t.co/ty7bsrhvrl	3
 
2017-09-19 23:21:07	2017-09-19 22:26:09	910268803744968704	1646474588	rt_root	es	ellos también son vida. favor de ayudar si ves a alguna mascota herida o perdida. juntos somos todo.? #sismo… https://t.co/rycrwzlch9	27
 
2017-09-19 23:21:49	2017-09-19 19:48:24	910229106293399555	87808060	quote	es	?atención? ponemos a disposición el?☎? de emergencia del consulado del perú en #méxico ⤵ #terremoto https://t.co/mojbagwnxo	480
 
2017-09-19 23:22:27	2017-09-19 23:22:26	910282968819732482	190794212	tweet	es	#sntesolidario familia magisterial solidaria ante la desgracia de nuestros compatriotas afectados por el sismo de h… https://t.co/9sisw43ubc	0
 
2017-09-19 23:23:18	2017-09-19 23:23:17	910283182720692224	2926301430	tweet	es	rt @hiletrado: si no traen datos y hay cerca un punto telmex infinitum, este es mi usuario: 2323247418 contraseña 123456. #tenemossismo #si…	0
 
2017-09-19 23:24:03	2017-09-19 23:24:02	910283371485499392	262233153	tweet	es	-que preferis comer: fajitas, tamales o nachos con guacamole? -cualquiera, me da lo sismo.	0
 
2017-09-19 23:24:32	2017-09-19 23:24:31	910283493095112706	378023785	tweet	es	cuando pase el temblor|. fuerza méxico ?? ? https://t.co/jn12lfuuqz	0
 
2017-09-19 23:25:08	2017-09-19 23:25:07	910283644085968897	823966212	tweet	en	rt @drakebell: 48 reported dead in mexico city after earthquake....i can't believe this. praying for mexico ??	0
 
2017-09-19 23:25:39	2017-09-19 19:20:36	910222109976223744	759964444277432320	rt_root	es	en landon & kat production's estamos pendientes de la información que se genere después del #sismo suscitado el día… https://t.co/sxjykok6ph	2
 
2017-09-19 23:26:26	2017-09-19 23:26:25	910283971241459712	556458613	tweet	es	rt @johanaaruiz: no se sabe nada de ella, si alguien la reconoce avisenme, les agradeceria silo compartieran #sismo https://t.co/fv60pvkjar	0
 
2017-09-19 23:26:53	2017-09-19 23:22:27	910282971336278016	472454473	rt_root	es	por favor rt. brooklyn ♥�? se perdió durante el caos del sismo. condesa-roma ciudad de méxico. @jorge_tellaeche… https://t.co/9r36w7ysr4	30
 
2017-09-19 23:27:27	2017-09-19 23:21:12	910282657384226816	21426579	rt_root	es	brujas y división del norte #sismocdmx se necesitan cobijas, botellas de agua, pan. hay niños atrapados en el derrumbe.	33
 
2017-09-19 23:28:32	2017-09-19 23:05:43	910278763262423040	146037868	rt_root	es	#sismo se necesita camioneta para sacar escombro, escuela derrumbada https://t.co/wplo74vffz	73
 
2017-09-19 23:29:24	2017-09-19 23:29:23	910284717840146432	1961303641	tweet	es	rt @borrachosvip: aquí el buscador/localizador de personas de google para que compartan: https://t.co/677qhdsz5k #sismo…	0
 
2017-09-19 23:29:53	2017-09-19 20:57:19	910246448872214528	58606864	rt_root	es	si necesitas ayuda en la ciudad de méxico tras el sismo de hoy, estos teléfonos de emergencia te pueden ser de util… https://t.co/yd0zm0iguh	24
 
2017-09-19 23:30:23	2017-09-19 23:30:22	910284965291507712	3245319936	tweet	en	rt @drakebell: 48 reported dead in mexico city after earthquake....i can't believe this. praying for mexico ??	0
 
2017-09-19 23:30:50	2017-09-19 23:30:49	910285078563115009	946067838	tweet	es	rt @zinxsoficial: terremotos, huracanes, desastres en todas partes... nuestro planeta nos está tratando de decir algo, tenemos que cuidarlo…	0
 
2017-09-19 23:31:37	2017-09-19 23:31:36	910285275678625794	78216020	tweet	es	rt @guarito_21: terremotos, huracanes y chavismo, cada quien enfrentando sus calamidades.	0
 
2017-09-19 23:32:20	2017-09-19 23:16:32	910281483281190913	158476424	rt_root	es	rt morelos necesita ayuda. una compañera pasante envío esto. #sismo https://t.co/dvlkibvzi3	62
 
2017-09-19 23:33:17	2017-09-19 19:19:21	910221795604750336	362614498	rt_root	es	captan momento en que un edificio se tambalea, tras el #sismo de magnitud 7,1 en la ciudad de méxico - @actualidadrt https://t.co/tvg5c6yrrq	840
 
2017-09-19 23:34:18	2017-09-19 21:15:22	910250991806590976	898124258	rt_root	en	damn earthquakes got me shook	124
 
2017-09-19 23:36:04	2017-09-19 21:05:33	910248522217172993	585296484	rt_root	es	@uggzo soy de puebla y quiero ayudar si necesitan contactarse #cdmx para avisar que están bien, avísenme ya sea llamada o whatsapp #sismo	177
 
2017-09-19 23:37:05	2017-09-19 23:37:04	910286651410202626	211625438	tweet	es	rt @eliasferrerm: ¿alguien en la cdmx,en la condesa? necesitó localizar a lucia ferrer gonzalez, tiene 10 años... rt por favor.? #sismo…	0
 
2017-09-19 23:38:55	2017-09-19 20:51:04	910244873499942912	104261262	rt_root	es	rt: si no traen datos y hay cerca un punto telmex infinitum usuario: islas03 contraseña: christian #sismo @imagentvmex @aztecanoticias rt	877
 
2017-09-19 23:39:30	2017-09-19 19:43:30	910227869971951616	760671205	rt_root	en	buildings shaking violently during the #earthquake https://t.co/1ugg2jau6s https://t.co/jltfsdqydq #sismo #quake #mexico #mexicocity	384
 
2017-09-19 23:40:05	2017-09-19 23:40:04	910287406368247808	3445929682	tweet	en	mexico earthquake: scores dead after powerful quake – latest updates https://t.co/xx13lsje1s	0
 
2017-09-19 23:40:51	2017-09-19 23:40:50	910287599343931393	124227892	tweet	es	rt @denisemaerker: esta es la lista de personas que han sido rescatadas de los escombros de �?lvaro obregón 286 #sismomx https://t.co/v5r20x…	0
 
2017-09-19 23:41:19	2017-09-19 23:41:18	910287716746694657	2634817368	tweet	es	bbc mundo - terremoto de 1985: el devastador sismo que cambió para siempre el rostro de ciudad de méxico https://t.co/bbilzl8fq8	0
 
2017-09-19 23:41:52	2017-09-19 23:11:24	910280191720562688	998451061	rt_root	es	¿alguien en la cdmx,en la condesa? necesitan localizar a lucia ferrer gonzalez, tiene 10 años... rt por favor. #sismo #cdmx	51
 
2017-09-19 23:42:24	2017-09-19 22:57:15	910276628806332416	1349384587	rt_root	es	rt @officialfey el hospital donde trabajo está dando atención gratuita a personas lesionadas por el sismo. https://t.co/vno2qbatvd	16
 
2017-09-19 23:43:08	2017-09-19 23:43:07	910288173934227456	712875291664904192	tweet	es	rt @larhenvivo: #sismo desaparecido en el colegio rebsamen,su nombre es raúl alexis vargas macias, cualquier información se los ag…	0
 
2017-09-19 23:43:56	2017-09-19 23:43:55	910288375260868609	34764229	tweet	es	rt @realgdt: en el sismo del 85 telmex abrio el@uso gratuito de telefonos. pido publicamente que cuanta empresa pueda abra su wifi o inter…	0
 
2017-09-19 23:45:30	2017-09-19 23:45:29	910288769546416130	313513032	tweet	es	rt @lawonderwoman21: rescatan a otro niño nombre esteban gutiérrez vera se encuentra en hgm urgencias rt xfa #sismo #playformexico https://…	0
 
2017-09-19 23:46:26	2017-09-19 19:46:18	910228575579668481	131379635	rt_root	es	terremoto en #méxico 7. 1 - miren como este edificio se derrumba https://t.co/qm1ggvbfpv	110
 
2017-09-19 23:46:54	2017-09-19 23:40:19	910287467722547200	113648685	rt_root	es	terremoto feroz en méxico, nuevo huracán feroz en el caribe, y los canales vzlanos solo ofrecen titulares. vivimos en los márgenes de mundo.	6
 
2017-09-19 23:47:38	2017-09-19 23:21:43	910282787936186369	2426459144	rt_root	es	¡rt por favor! #sismo #fuerzamexico cdmx #prayformexico morelos #ayudaciudadana google roma del valle �?lvaro obreg… https://t.co/oynpnyollw	2
 
2017-09-19 23:48:13	2017-09-09 08:15:37	906430880410939392	493357567	quote	es	terremoto méxico: las fuertes descargas electromagnéticas provocan sensaciones paranormales a personal con lob. tem… https://t.co/qu7b5xkqyl	120
 
2017-09-19 23:49:07	2017-09-19 23:43:33	910288283934093312	49197805	rt_root	es	instante del sismo en méxico en un noticiero en vivo. increíble https://t.co/nad91wo2on	10
 
2017-09-19 23:49:55	2017-09-19 23:47:00	910289149369782273	95507072	rt_root	es	#importante locatel difunde lista de personas heridas que fueron trasladadas a hospitales. #cdmx #terremoto… https://t.co/1z7x2shczf	19
 
2017-09-19 23:51:40	2017-09-19 18:41:25	910212250039996416	470291886	rt_root	ro	la cdmx durante el temblor. https://t.co/mwymjnjopz	243
 
2017-09-19 23:52:06	2017-09-19 23:52:05	910290430495006725	39038236	tweet	es	rt @jeremycorbyn: my thoughts are with all those affected by today's earthquake in mexico. pensando en todos los afectados por el terremoto…	0
 
2017-09-19 23:52:39	2017-09-19 23:52:38	910290568877555713	196630816	tweet	es	rt @ponchohd: lugares en los que se necesita ayuda. #sismo https://t.co/ieybqhlcqk	0
 
2017-09-19 23:53:12	2017-09-19 23:34:50	910286088400396288	103675328	rt_root	es	oigan no sólo en #cdmx hay muertes y edificios colapsados, aquí en morelos también hay muchos problemas, más en jojutla! #sismo	8
 
2017-09-19 23:54:08	2017-09-19 23:54:07	910290942187282433	1666325730	tweet	es	rt @presidenciamx: en las redes sociales se está propagando el rumor de otro gran sismo. pedimos no difundir esa información falsa.…	0
 
2017-09-19 23:54:49	2017-09-19 23:32:03	910285386248630273	56829361	rt_root	en	i'll be donating some money to mexico when i get my pay check plus sending supplies. that earthquake is devastating.	1
 
2017-09-19 23:56:01	2017-09-19 23:56:00	910291416156426240	614033996	tweet	en	rt @justintrudeau: devastating news from mexico city. my thoughts are with those affected by today’s earthquake - canada will be ready to h…	0
 
2017-09-19 23:56:54	2017-09-19 23:54:46	910291105115189248	119111705	rt_root	es	⚠se necesitan voluntarios en bolívar esq. con chimalpopoca para remover escombros, hay trabajadores atrapados. difundan #sismocdmx #sismo	3
 
2017-09-19 23:58:05	2017-09-19 19:06:54	910218662107377664	826824775397961728	quote	en	mexico city airport evacuated. see huge crack in the road. structural damages significant. #mexicoearthquake https://t.co/u5tafmacwv	33
 
2017-09-19 23:58:36	2017-09-19 21:25:46	910253609748619264	188103460	rt_root	es	por favor léanlo, y ayudemos #sismo https://t.co/r0uoezg9ax	350
 
2017-09-19 23:59:03	2017-09-19 23:59:02	910292179498627072	860152221043785730	tweet	es	rt @locatel_mx: #almomento lista preliminar de personas hospitalizadas tras el sismo en la #cdmx. https://t.co/q7pncqabpo	0
 
 
 
##########Minor Tweets########## 
 
2017-09-19 06:22:30	2017-09-19 06:22:29	910026289993490433	1485891960	tweet	en	i just felt my first earthquake and i did not care for it	0
 
 
 
##########Resumen########## 
 
Fueron encontrados 333 Major burst. 
Fueron encontrados 1 Minor burst. 
 
